scenario_id,seed,client_count,partition,policy_profile,method,round,client_id,train_samples,evaluation_samples,valid_update,approved,accuracy,macro_f1,demographic_parity_gap,equal_opportunity_gap,equalized_odds_gap,subgroup_accuracy_gap,undefined_metrics,runtime_ms
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,2,5,1777,445,True,True,0.6898876404494382,0.6574173249430981,0.12491710875331564,0.21499999999999997,0.21499999999999997,0.0002486737400529959,,1.2870409991592169
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,2,6,9674,2419,True,True,0.9532864820173625,0.5132372084243741,0.002362204724409449,,,0.08897637795275593,"equal_opportunity_gap,equalized_odds_gap",3.8241249858401716
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,2,7,928,233,True,False,0.9184549356223176,0.8101059494702526,0.5586120100683207,,,0.3685724559510968,"equal_opportunity_gap,equalized_odds_gap",0.9387499885633588
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,2,8,400,101,True,False,0.9801980198019802,0.495,,,,,"comparison_groups,subgroup_accuracy_gap",0.7494169985875487
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,2,9,2821,706,True,True,0.9886685552407932,0.49715099715099714,0.0,0.0,0.0,0.003337541537881128,,1.461582985939458
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,3,0,135,34,True,False,0.7352941176470589,0.423728813559322,,,,,"comparison_groups,subgroup_accuracy_gap",0.6595829909201711
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,3,1,424,106,True,False,0.9905660377358491,0.4976303317535545,,,,,"comparison_groups,subgroup_accuracy_gap",0.7369170198217034
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,3,2,1192,299,True,True,0.8896321070234113,0.6463060544144532,0.10650623885918009,0.13731856378915208,,0.11042780748663106,"equalized_odds_gap,false_positive_rate_gap",1.045042008627206
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,3,3,186,47,True,True,0.7872340425531915,0.7032828282828283,0.00952380952380949,0.058064516129032295,0.058064516129032295,0.06190476190476191,,0.6690000009257346
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,3,4,2968,742,True,True,0.6549865229110512,0.5503030303030303,0.10102489019033675,0.2064516129032258,0.2064516129032258,0.28275057696602723,,1.403292000759393
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,3,5,1777,445,True,True,0.6202247191011236,0.5459320754716981,0.09532493368700266,0.13499999999999998,0.13499999999999998,0.07427055702917773,,1.0862500057555735
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,3,6,9674,2419,True,True,0.9536998759818107,0.521463897131553,0.0031496062992125984,,,0.08818897637795275,"equal_opportunity_gap,equalized_odds_gap",3.0939169810153544
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,3,7,928,233,True,False,0.7982832618025751,0.7071063681831555,0.6285508809780654,,,0.06058971592952178,"equal_opportunity_gap,equalized_odds_gap",0.8967909961938858
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,3,8,400,101,True,False,0.8712871287128713,0.5319073083778967,,,,,"comparison_groups,subgroup_accuracy_gap",0.8643750043120235
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,3,9,2821,706,True,True,0.9886685552407932,0.49715099715099714,0.0,0.0,0.0,0.003337541537881128,,1.5254160098265857
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,4,0,135,34,True,False,0.7352941176470589,0.423728813559322,,,,,"comparison_groups,subgroup_accuracy_gap",0.6825419841334224
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,4,1,424,106,True,False,0.9905660377358491,0.4976303317535545,,,,,"comparison_groups,subgroup_accuracy_gap",0.7438749889843166
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,4,2,1192,299,True,True,0.705685618729097,0.5294033481184719,0.14474153297682713,0.18143621084797557,,0.18787878787878787,"equalized_odds_gap,false_positive_rate_gap",0.9881670121103525
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,4,3,186,47,True,True,0.6170212765957447,0.559375,0.12619047619047624,0.18387096774193545,0.18387096774193545,0.1785714285714286,,0.6790829938836396
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,4,4,2968,742,True,True,0.633423180592992,0.5067695044820474,0.0746705710102489,0.15161290322580645,0.15161290322580645,0.30617663845943865,,1.5148340025916696
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,4,5,1777,445,True,True,0.6,0.5096691922943595,0.06888262599469495,0.08499999999999999,0.08499999999999999,0.09590517241379315,,1.1461669928394258
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,4,6,9674,2419,True,True,0.9532864820173625,0.5210798991514778,0.002279284280065514,,,0.0873186543588057,"equal_opportunity_gap,equalized_odds_gap",2.9938330117147416
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,4,7,928,233,True,False,0.6695278969957081,0.6052845796757089,0.4956850053937432,,,0.24811218985976258,"equal_opportunity_gap,equalized_odds_gap",0.879917002748698
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,4,8,400,101,True,False,0.6534653465346535,0.4439200880918672,,,,,"comparison_groups,subgroup_accuracy_gap",0.7216249941848218
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,4,9,2821,706,True,True,0.9886685552407932,0.49715099715099714,0.0,0.0,0.0,0.003337541537881128,,1.3955830072518438
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,5,0,135,34,True,False,0.7352941176470589,0.423728813559322,,,,,"comparison_groups,subgroup_accuracy_gap",0.6990410038270056
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,5,1,424,106,True,False,0.9905660377358491,0.4976303317535545,,,,,"comparison_groups,subgroup_accuracy_gap",0.7443329959642142
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,5,2,1192,299,True,True,0.5719063545150501,0.45388127853881277,0.13208556149732614,0.16653934300993117,,0.19090909090909086,"equalized_odds_gap,false_positive_rate_gap",0.964292004937306
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,5,3,186,47,True,False,0.5106382978723404,0.4765133171912833,0.15714285714285714,0.2129032258064516,0.2129032258064516,0.2095238095238095,,0.6503750046249479
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,5,4,2968,742,True,True,0.6226415094339622,0.4806259687015649,0.05710102489019034,0.11935483870967742,0.11935483870967742,0.31788966920614437,,1.5387920138891786
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,5,5,1777,445,True,True,0.5842696629213483,0.48164915219020155,0.05205570291777188,0.04999999999999999,0.04999999999999999,0.11273209549071628,,1.1446249845903367
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,5,6,9674,2419,True,True,0.9532864820173625,0.5210798991514778,0.002279284280065514,,,0.0873186543588057,"equal_opportunity_gap,equalized_odds_gap",3.308624989585951
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,5,7,928,233,True,False,0.5965665236051502,0.5499342429722176,0.44534340165408126,,,0.37252786767349877,"equal_opportunity_gap,equalized_odds_gap",0.8880840032361448
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,5,8,400,101,True,False,0.5148514851485149,0.3733063188552615,,,,,"comparison_groups,subgroup_accuracy_gap",0.7084999815560877
threshold_sensitivity,7001,10,joint_dirichlet_0.3,lenient,B3,5,9,2821,706,True,True,0.9886685552407932,0.49715099715099714,0.0,0.0,0.0,0.003337541537881128,,1.4339160115923733
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,1,0,135,34,True,False,0.7058823529411765,0.41379310344827586,,,,,"comparison_groups,subgroup_accuracy_gap",0.7677499961573631
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,1,1,424,106,True,False,0.9905660377358491,0.4976303317535545,,,,,"comparison_groups,subgroup_accuracy_gap",0.7323330210056156
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,1,2,1192,299,True,True,0.9431438127090301,0.4853700516351119,0.0,0.0,,0.06666666666666665,"equalized_odds_gap,false_positive_rate_gap",0.946875021327287
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,1,3,186,47,True,True,0.8723404255319149,0.4659090909090909,0.0,0.0,0.0,0.052380952380952306,,0.63308299286291
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,1,4,2968,742,True,False,0.7776280323450134,0.7669256381798002,0.31873340447179693,0.4709677419354839,0.4709677419354839,0.11268828945082754,,1.4653329853899777
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,1,5,1777,445,True,False,0.7460674157303371,0.7453266413099079,0.29061671087533153,0.04999999999999993,0.31773879142300193,0.16097480106100792,,1.2783750134985894
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,1,6,9674,2419,True,True,0.9524596940884663,0.49636738558577154,0.0007874015748031496,,,0.09055118110236215,"equal_opportunity_gap,equalized_odds_gap",3.2456250046379864
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,1,7,928,233,True,True,0.8626609442060086,0.5183462532299742,0.07407407407407407,,,0.8919453434016541,"equal_opportunity_gap,equalized_odds_gap",0.8691660186741501
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,1,8,400,101,True,False,0.9801980198019802,0.495,,,,,"comparison_groups,subgroup_accuracy_gap",0.7006659870967269
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,1,9,2821,706,True,True,0.9886685552407932,0.49715099715099714,0.0,0.0,0.0,0.003337541537881128,,1.374292012769729
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,2,0,135,34,True,False,0.7352941176470589,0.423728813559322,,,,,"comparison_groups,subgroup_accuracy_gap",0.6882919988129288
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,2,1,424,106,True,False,0.9905660377358491,0.4976303317535545,,,,,"comparison_groups,subgroup_accuracy_gap",0.7518329948652536
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,2,2,1192,299,True,True,0.9531772575250836,0.6961382113821138,0.0008021390374332027,0.018525592055003814,,0.02825311942959008,"equalized_odds_gap,false_positive_rate_gap",0.95554199651815
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,2,3,186,47,True,True,0.9148936170212766,0.7267441860465116,0.05714285714285716,0.0,0.5,0.10952380952380947,,0.6460419972427189
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,2,4,2968,742,True,True,0.6563342318059299,0.5543165645559065,0.1054172767203514,0.2129032258064516,0.2129032258064516,0.281286448122689,,1.4051249891053885
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,2,5,1777,445,True,True,0.6404494382022472,0.5781590672101621,0.11695954907161803,0.18000000000000002,0.18000000000000002,0.05263594164456242,,1.094959006877616
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,2,6,9674,2419,True,True,0.9532864820173625,0.5132372084243741,0.002362204724409449,,,0.08897637795275593,"equal_opportunity_gap,equalized_odds_gap",3.210082999430597
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,2,7,928,233,True,False,0.9227467811158798,0.827832512315271,0.5859403092412802,,,0.3315354189140597,"equal_opportunity_gap,equalized_odds_gap",1.0032080172095448
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,2,8,400,101,True,False,0.9801980198019802,0.495,,,,,"comparison_groups,subgroup_accuracy_gap",0.8917500090319663
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,2,9,2821,706,True,True,0.9886685552407932,0.49715099715099714,0.0,0.0,0.0,0.003337541537881128,,1.3941249926574528
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,3,0,135,34,True,False,0.7352941176470589,0.423728813559322,,,,,"comparison_groups,subgroup_accuracy_gap",0.6325829890556633
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,3,1,424,106,True,False,0.9905660377358491,0.4976303317535545,,,,,"comparison_groups,subgroup_accuracy_gap",0.7084160170052201
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,3,2,1192,299,True,True,0.8494983277591973,0.6313799621928167,0.1158645276292335,0.15508021390374327,,0.14331550802139037,"equalized_odds_gap,false_positive_rate_gap",1.272665977012366
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,3,3,186,47,True,True,0.723404255319149,0.6457971014492754,0.016666666666666607,0.022580645161290325,0.022580645161290325,0.0357142857142857,,0.7400830218102783
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,3,4,2968,742,True,True,0.623989218328841,0.48348158035903643,0.05856515373352855,0.12258064516129032,0.12258064516129032,0.3164255403628061,,1.458667014958337
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,3,5,1777,445,True,False,0.6,0.5096691922943595,0.06888262599469495,0.08499999999999999,0.08499999999999999,0.09590517241379315,,1.1177919805049896
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,3,6,9674,2419,True,True,0.9532864820173625,0.5132372084243741,0.002362204724409449,,,0.08897637795275593,"equal_opportunity_gap,equalized_odds_gap",3.0768750002607703
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,3,7,928,233,True,False,0.7725321888412017,0.6904159041339718,0.5800071916576771,,,0.08971592952175478,"equal_opportunity_gap,equalized_odds_gap",0.875957979587838
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,3,8,400,101,True,False,0.7821782178217822,0.47986891385767794,,,,,"comparison_groups,subgroup_accuracy_gap",0.9290419984608889
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,3,9,2821,706,True,True,0.9886685552407932,0.49715099715099714,0.0,0.0,0.0,0.003337541537881128,,1.4523339923471212
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,4,0,135,34,True,False,0.7352941176470589,0.423728813559322,,,,,"comparison_groups,subgroup_accuracy_gap",0.6456660048570484
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,4,1,424,106,True,False,0.9905660377358491,0.4976303317535545,,,,,"comparison_groups,subgroup_accuracy_gap",0.7026669918559492
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,4,2,1192,299,True,True,0.6421404682274248,0.4985501794642717,0.10784313725490191,0.1470588235294118,,0.16666666666666663,"equalized_odds_gap,false_positive_rate_gap",0.9419999842066318
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,4,3,186,47,True,False,0.5319148936170213,0.4931372549019608,0.12857142857142856,0.18064516129032254,0.18064516129032254,0.18095238095238092,,0.6307500007096678
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,4,4,2968,742,True,False,0.6172506738544474,0.46695402298850575,0.048316251830161056,0.1032258064516129,0.1032258064516129,0.3237461845794972,,1.6048329998739064
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,4,5,1777,445,True,False,0.5707865168539326,0.4537210214089685,0.03282493368700265,0.015,0.023148148148148147,0.12715517241379315,,1.2102919863536954
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,4,6,9674,2419,True,True,0.9532864820173625,0.5132372084243741,0.002362204724409449,,,0.08897637795275593,"equal_opportunity_gap,equalized_odds_gap",3.0398340022657067
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,4,7,928,233,True,False,0.6394849785407726,0.584140744518103,0.4938870909744696,,,0.32398417835311044,"equal_opportunity_gap,equalized_odds_gap",0.8517499954905361
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,4,8,400,101,True,False,0.5643564356435643,0.39880952380952384,,,,,"comparison_groups,subgroup_accuracy_gap",0.6917499995324761
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,4,9,2821,706,True,True,0.9886685552407932,0.49715099715099714,0.0,0.0,0.0,0.003337541537881128,,1.3828750234097242
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,5,0,135,34,True,False,0.7352941176470589,0.423728813559322,,,,,"comparison_groups,subgroup_accuracy_gap",0.6500410090666264
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,5,1,424,106,True,False,0.9905660377358491,0.4976303317535545,,,,,"comparison_groups,subgroup_accuracy_gap",0.7110410078894347
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,5,2,1192,299,True,False,0.4682274247491639,0.3884379381761581,0.09046345811051698,0.11707410236822002,,0.14928698752228164,"equalized_odds_gap,false_positive_rate_gap",0.9377079841215163
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,5,3,186,47,True,False,0.40425531914893614,0.3907407407407407,0.0761904761904762,0.10967741935483871,0.10967741935483871,0.12857142857142856,,0.6392080103978515
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,5,4,2968,742,True,False,0.6064690026954178,0.44064768631824613,0.03367496339677892,0.07419354838709677,0.07419354838709677,0.33545921532620293,,1.3847499794792384
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,5,5,1777,445,True,False,0.5662921348314607,0.4293393399379406,0.003978779840848809,0.020000000000000004,0.020000000000000004,0.13196286472148544,,1.089208002667874
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,5,6,9674,2419,True,True,0.9532864820173625,0.5132372084243741,0.002362204724409449,,,0.08897637795275593,"equal_opportunity_gap,equalized_odds_gap",3.3460420090705156
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,5,7,928,233,True,False,0.5236051502145923,0.4943991554747522,0.39500179791441925,,,0.49694354548723474,"equal_opportunity_gap,equalized_odds_gap",0.8830419974401593
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,5,8,400,101,True,False,0.40594059405940597,0.3138586956521739,,,,,"comparison_groups,subgroup_accuracy_gap",0.7084580138325691
threshold_sensitivity,7001,10,joint_dirichlet_0.3,submitted,B3,5,9,2821,706,True,True,0.9886685552407932,0.49715099715099714,0.0,0.0,0.0,0.003337541537881128,,1.3951250002719462
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,1,0,135,34,True,False,0.7058823529411765,0.41379310344827586,,,,,"comparison_groups,subgroup_accuracy_gap",0.7780420128256083
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,1,1,424,106,True,False,0.9905660377358491,0.4976303317535545,,,,,"comparison_groups,subgroup_accuracy_gap",0.7355840061791241
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,1,2,1192,299,True,True,0.9431438127090301,0.4853700516351119,0.0,0.0,,0.06666666666666665,"equalized_odds_gap,false_positive_rate_gap",0.9516660065855831
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,1,3,186,47,True,True,0.8723404255319149,0.4659090909090909,0.0,0.0,0.0,0.052380952380952306,,0.6495409761555493
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,1,4,2968,742,True,False,0.7776280323450134,0.7669256381798002,0.31873340447179693,0.4709677419354839,0.4709677419354839,0.11268828945082754,,1.4677500003017485
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,1,5,1777,445,True,False,0.7460674157303371,0.7453266413099079,0.29061671087533153,0.04999999999999993,0.31773879142300193,0.16097480106100792,,1.1235830024816096
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,1,6,9674,2419,True,False,0.9524596940884663,0.49636738558577154,0.0007874015748031496,,,0.09055118110236215,"equal_opportunity_gap,equalized_odds_gap",3.3979580039158463
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,1,7,928,233,True,False,0.8626609442060086,0.5183462532299742,0.07407407407407407,,,0.8919453434016541,"equal_opportunity_gap,equalized_odds_gap",0.8667089859955013
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,1,8,400,101,True,False,0.9801980198019802,0.495,,,,,"comparison_groups,subgroup_accuracy_gap",0.6991249974817038
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,1,9,2821,706,True,True,0.9886685552407932,0.49715099715099714,0.0,0.0,0.0,0.003337541537881128,,1.3868339883629233
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,2,0,135,34,True,False,0.7647058823529411,0.5310344827586206,,,,,"comparison_groups,subgroup_accuracy_gap",0.6255829939618707
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,2,1,424,106,True,False,0.9905660377358491,0.4976303317535545,,,,,"comparison_groups,subgroup_accuracy_gap",0.8321669884026051
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,2,2,1192,299,True,True,0.9565217391304348,0.6792110258314764,0.015686274509803977,0.0,,0.050980392156862786,"equalized_odds_gap,false_positive_rate_gap",0.9910000080708414
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,2,3,186,47,True,True,0.9148936170212766,0.7267441860465116,0.05714285714285716,0.0,0.5,0.10952380952380947,,0.6484170153271407
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,2,4,2968,742,True,False,0.7425876010781671,0.7036363218131212,0.21291907586172668,0.45483870967741935,0.45483870967741935,0.16916892076333234,,1.410875003784895
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,2,5,1777,445,True,True,0.7303370786516854,0.7180212909766812,0.120026525198939,0.05500000000000005,0.06310916179337232,0.06714190981432366,,1.0976659832522273
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,2,6,9674,2419,True,False,0.9532864820173625,0.5210798991514778,0.002279284280065514,,,0.0873186543588057,"equal_opportunity_gap,equalized_odds_gap",2.9550420003943145
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,2,7,928,233,True,False,0.8884120171673819,0.70875,0.3831355627472133,,,0.5440489032722042,"equal_opportunity_gap,equalized_odds_gap",0.891125004272908
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,2,8,400,101,True,False,0.9801980198019802,0.495,,,,,"comparison_groups,subgroup_accuracy_gap",0.7681669958401471
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,2,9,2821,706,True,True,0.9886685552407932,0.49715099715099714,0.0,0.0,0.0,0.003337541537881128,,1.3865829969290644
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,3,0,135,34,True,False,0.7647058823529411,0.5310344827586206,,,,,"comparison_groups,subgroup_accuracy_gap",0.626207998720929
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,3,1,424,106,True,False,0.9905660377358491,0.4976303317535545,,,,,"comparison_groups,subgroup_accuracy_gap",0.6991249974817038
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,3,2,1192,299,True,True,0.9498327759197325,0.7090873710838684,0.014081996434937571,0.03705118411000763,,0.005525846702317372,"equalized_odds_gap,false_positive_rate_gap",0.9349999891128391
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,3,3,186,47,True,True,0.9148936170212766,0.7267441860465116,0.05714285714285716,0.0,0.5,0.10952380952380947,,0.6295829953160137
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,3,4,2968,742,True,False,0.7412398921832885,0.7024188494798846,0.2143832047050649,0.45483870967741935,0.45483870967741935,0.17063304960667047,,1.4890829916112125
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,3,5,1777,445,True,True,0.7168539325842697,0.6994790326730126,0.12325928381962864,0.10999999999999999,0.10999999999999999,0.044678381962864666,,1.1546250025276095
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,3,6,9674,2419,True,False,0.9520463001240181,0.5345607749469214,0.004475648115787093,,,0.08636541189531466,"equal_opportunity_gap,equalized_odds_gap",2.978791017085314
threshold_sensitivity,7001,10,joint_dirichlet_0.3,moderate,B3,3,7,928,233,True,False,0.9055793991416309,0.8058333333333333,0.5987055016181231,,,0.27022653721682854,"equal_opportunity_gap,equalized_odds_gap",0.8527909812983125
